   Elapsed time;   ECG1
         30.156;  0.050
         30.164;  0.050
         30.172;  0.060
         30.180;  0.050
         30.188;  0.060
         30.195;  0.060
         30.203;  0.070
         30.211;  0.080
         30.219;  0.080
         30.227;  0.060
         30.234;  0.070
         30.242;  0.060
         30.250;  0.050
         30.258;  0.050
         30.266;  0.050
         30.273;  0.020
         30.281;  0.030
         30.289;  0.030
         30.297;  0.060
         30.305;  0.070
         30.312;  0.050
         30.320;  0.130
         30.328;  0.130
         30.336;  0.210
         30.344;  0.100
         30.352;  0.060
         30.359;  0.010
         30.367; -0.090
         30.375; -0.110
         30.383; -0.090
         30.391; -0.090
         30.398; -0.070
         30.406; -0.100
         30.414; -0.090
         30.422; -0.080
         30.430; -0.080
         30.438;  0.190
         30.445;  0.470
         30.453;  0.770
         30.461; -1.540
         30.469; -1.910
         30.477; -1.320
         30.484; -1.050
         30.492; -0.440
         30.500; -0.030
         30.508; -0.020
         30.516;  0.020
         30.523;  0.030
         30.531;  0.050
         30.539;  0.070
         30.547;  0.080
         30.555;  0.100
         30.562;  0.110
         30.570;  0.110
         30.578;  0.120
         30.586;  0.150
         30.594;  0.160
         30.602;  0.160
         30.609;  0.180
         30.617;  0.210
         30.625;  0.220
         30.633;  0.220
         30.641;  0.240
         30.648;  0.250
         30.656;  0.260
         30.664;  0.250
         30.672;  0.280
         30.680;  0.250
         30.688;  0.240
         30.695;  0.230
         30.703;  0.200
         30.711;  0.140
         30.719;  0.090
         30.727;  0.080
         30.734;  0.040
         30.742;  0.030
         30.750;  0.020
         30.758;  0.010
         30.766;  0.020
         30.773;  0.020
         30.781;  0.040
         30.789;  0.020
         30.797;  0.010
         30.805;  0.040
         30.812;  0.030
         30.820;  0.030
         30.828;  0.040
         30.836;  0.060
         30.844;  0.060
         30.852;  0.070
         30.859;  0.070
         30.867;  0.080
         30.875;  0.070
         30.883;  0.030
         30.891; -0.100
         30.898;  0.070
         30.906;  0.140
         30.914;  0.120
         30.922; -0.020
         30.930; -0.120
         30.938;  0.790
         30.945;  2.390
         30.953;  2.540
         30.961;  2.370
         30.969;  2.890
         30.977;  2.740
         30.984;  3.420
         30.992;  2.900
         31.000;  2.070
         31.008;  0.620
         31.016;  0.270
         31.023;  0.100
         31.031; -0.120
         31.039; -0.140
         31.047; -0.160
         31.055; -0.240
         31.062; -0.230
         31.070; -0.280
         31.078; -0.210
         31.086; -0.320
         31.094; -0.390
         31.102; -0.500
         31.109; -0.610
         31.117; -0.700
         31.125; -0.770
         31.133; -0.810
         31.141; -0.880
         31.148; -0.950
         31.156; -1.040
         31.164; -1.100
         31.172; -1.140
         31.180; -1.130
         31.188; -1.100
         31.195; -1.000
         31.203; -0.890
         31.211; -0.730
         31.219; -0.570
         31.227; -0.410
         31.234; -0.250
         31.242; -0.150
         31.250; -0.070
         31.258; -0.040
         31.266;  0.000
         31.273;  0.000
         31.281;  0.020
         31.289;  0.000
         31.297; -0.010
         31.305;  0.010
         31.312;  0.010
         31.320;  0.020
         31.328;  0.010
         31.336;  0.020
         31.344;  0.010
         31.352;  0.020
         31.359;  0.010
         31.367;  0.030
         31.375;  0.010
         31.383;  0.010
         31.391;  0.000
         31.398;  0.000
         31.406;  0.000
         31.414; -0.010
         31.422; -0.020
         31.430; -0.020
         31.438; -0.020
         31.445; -0.020
         31.453; -0.020
         31.461; -0.030
         31.469; -0.020
         31.477; -0.030
         31.484; -0.030
         31.492; -0.030
         31.500; -0.030
         31.508; -0.020
         31.516; -0.030
         31.523; -0.040
         31.531; -0.030
         31.539; -0.030
         31.547; -0.030
         31.555; -0.030
         31.562; -0.030
         31.570; -0.030
         31.578; -0.030
         31.586; -0.030
         31.594; -0.040
         31.602; -0.030
         31.609; -0.040
         31.617; -0.040
         31.625; -0.040
         31.633; -0.060
         31.641; -0.060
         31.648; -0.050
         31.656; -0.060
         31.664; -0.060
         31.672; -0.040
         31.680; -0.060
         31.688; -0.060
         31.695; -0.070
         31.703; -0.050
         31.711; -0.050
         31.719; -0.060
         31.727; -0.050
         31.734; -0.060
         31.742; -0.060
         31.750; -0.070
         31.758; -0.060
         31.766; -0.060
         31.773; -0.070
         31.781; -0.070
         31.789; -0.060
         31.797; -0.060
         31.805; -0.060
         31.812; -0.050
         31.820; -0.030
         31.828;  0.010
         31.836; -0.010
         31.844;  0.050
         31.852;  0.120
         31.859;  0.110
         31.867;  0.100
         31.875;  0.030
         31.883; -0.050
         31.891; -0.080
         31.898; -0.110
         31.906; -0.080
         31.914; -0.090
         31.922; -0.090
         31.930; -0.100
         31.938; -0.090
         31.945; -0.090
         31.953;  0.010
         31.961;  0.350
         31.969;  0.760
         31.977; -1.010
         31.984; -1.720
         31.992; -1.410
         32.000; -1.140
         32.008; -0.500
         32.016; -0.150
         32.023; -0.080
         32.031; -0.040
         32.039; -0.030
         32.047;  0.000
         32.055;  0.030
         32.062;  0.050
         32.070;  0.070
         32.078;  0.070
         32.086;  0.060
         32.094;  0.090
         32.102;  0.110
         32.109;  0.110
         32.117;  0.130
         32.125;  0.150
         32.133;  0.140
         32.141;  0.150
         32.148;  0.170
         32.156;  0.170
         32.164;  0.190
         32.172;  0.210
         32.180;  0.240
         32.188;  0.260
         32.195;  0.280
         32.203;  0.300
         32.211;  0.320
         32.219;  0.340
         32.227;  0.350
         32.234;  0.330
         32.242;  0.270
         32.250;  0.170
         32.258;  0.130
         32.266;  0.050
         32.273;  0.030
         32.281;  0.010
         32.289;  0.000
         32.297; -0.010
         32.305;  0.010
         32.312;  0.030
         32.320;  0.030
         32.328;  0.020
         32.336;  0.030
         32.344;  0.020
         32.352;  0.020
         32.359;  0.030
         32.367;  0.040
         32.375;  0.060
         32.383;  0.050
         32.391;  0.060
         32.398;  0.080
         32.406; -0.040
         32.414;  0.050
         32.422;  0.080
         32.430;  0.080
         32.438; -0.020
         32.445; -0.200
         32.453; -0.100
         32.461;  1.170
         32.469;  1.940
         32.477;  2.380
         32.484;  2.220
         32.492;  2.460
         32.500;  2.580
         32.508;  3.310
         32.516;  2.530
         32.523;  1.400
         32.531;  0.300
         32.539;  0.210
         32.547; -0.110
         32.555; -0.170
         32.562; -0.150
         32.570; -0.200
         32.578; -0.200
         32.586; -0.290
         32.594; -0.340
         32.602; -0.420
         32.609; -0.540
         32.617; -0.630
         32.625; -0.660
         32.633; -0.710
         32.641; -0.780
         32.648; -0.870
         32.656; -0.940
         32.664; -1.050
         32.672; -1.110
         32.680; -1.180
         32.688; -1.280
         32.695; -1.310
         32.703; -1.330
         32.711; -1.250
         32.719; -1.170
         32.727; -1.030
         32.734; -0.880
         32.742; -0.690
         32.750; -0.510
         32.758; -0.380
         32.766; -0.230
         32.773; -0.170
         32.781; -0.100
         32.789; -0.080
         32.797; -0.090
         32.805; -0.070
         32.812; -0.070
         32.820; -0.070
         32.828; -0.070
         32.836; -0.070
         32.844; -0.060
         32.852; -0.080
         32.859; -0.070
         32.867; -0.080
         32.875; -0.070
         32.883; -0.070
         32.891; -0.060
         32.898; -0.060
         32.906; -0.060
         32.914; -0.070
         32.922; -0.050
         32.930; -0.070
         32.938; -0.070
         32.945; -0.060
         32.953; -0.070
         32.961; -0.070
         32.969; -0.070
         32.977; -0.060
         32.984; -0.070
         32.992; -0.070
         33.000; -0.060
         33.008; -0.070
         33.016; -0.070
         33.023; -0.070
         33.031; -0.060
         33.039; -0.070
         33.047; -0.070
         33.055; -0.070
         33.062; -0.050
         33.070; -0.070
         33.078; -0.060
         33.086; -0.070
         33.094; -0.060
         33.102; -0.060
         33.109; -0.060
         33.117; -0.050
         33.125; -0.070
         33.133; -0.080
         33.141; -0.060
         33.148; -0.060
         33.156; -0.060
         33.164; -0.060
         33.172; -0.050
         33.180; -0.060
         33.188; -0.050
         33.195; -0.030
         33.203; -0.050
         33.211; -0.060
         33.219; -0.060
         33.227; -0.070
         33.234; -0.060
         33.242; -0.070
         33.250; -0.060
         33.258; -0.060
         33.266; -0.060
         33.273; -0.070
         33.281; -0.040
         33.289; -0.010
         33.297;  0.020
         33.305;  0.030
         33.312;  0.060
         33.320;  0.160
         33.328;  0.110
         33.336;  0.090
         33.344;  0.040
         33.352; -0.060
         33.359; -0.070
         33.367; -0.090
         33.375; -0.070
         33.383; -0.070
         33.391; -0.070
         33.398; -0.080
         33.406; -0.100
         33.414; -0.080
         33.422;  0.210
         33.430;  0.460
         33.438;  0.520
         33.445; -1.670
         33.453; -1.830
         33.461; -1.180
         33.469; -0.840
         33.477; -0.380
         33.484; -0.020
         33.492; -0.050
         33.500;  0.000
         33.508;  0.030
         33.516;  0.040
         33.523;  0.050
         33.531;  0.070
         33.539;  0.080
         33.547;  0.080
         33.555;  0.110
         33.562;  0.120
         33.570;  0.130
         33.578;  0.150
         33.586;  0.170
         33.594;  0.190
         33.602;  0.200
         33.609;  0.250
         33.617;  0.260
         33.625;  0.280
         33.633;  0.320
         33.641;  0.350
         33.648;  0.390
         33.656;  0.410
         33.664;  0.430
         33.672;  0.440
         33.680;  0.450
         33.688;  0.440
         33.695;  0.410
         33.703;  0.350
         33.711;  0.250
         33.719;  0.160
         33.727;  0.120
         33.734;  0.060
         33.742;  0.040
         33.750;  0.020
         33.758;  0.030
         33.766;  0.030
         33.773;  0.040
         33.781;  0.040
         33.789;  0.030
         33.797;  0.050
         33.805;  0.040
         33.812;  0.050
         33.820;  0.040
         33.828;  0.040
         33.836;  0.050
         33.844;  0.050
         33.852;  0.040
         33.859;  0.060
         33.867;  0.060
         33.875;  0.050
         33.883;  0.050
         33.891;  0.040
         33.898;  0.050
         33.906;  0.040
         33.914;  0.040
         33.922;  0.030
         33.930;  0.020
         33.938;  0.010
         33.945;  0.010
         33.953;  0.000
         33.961;  0.000
         33.969;  0.000
         33.977; -0.010
         33.984; -0.010
         33.992; -0.030
         34.000; -0.010
         34.008;  0.040
         34.016;  0.000
         34.023;  0.060
         34.031;  0.080
         34.039;  0.160
         34.047;  0.110
         34.055;  0.060
         34.062;  0.010
         34.070; -0.090
         34.078; -0.090
         34.086; -0.090
         34.094; -0.090
         34.102; -0.080
         34.109; -0.090
         34.117; -0.090
         34.125; -0.100
         34.133; -0.090
         34.141;  0.190
         34.148;  0.500
         34.156;  0.780
         34.164; -1.560
         34.172; -1.890
         34.180; -1.270
         34.188; -1.070
         34.195; -0.440
         34.203; -0.060
         34.211; -0.050
         34.219; -0.030
         34.227;  0.000
         34.234;  0.020
         34.242;  0.000
         34.250;  0.040
         34.258;  0.030
         34.266;  0.050
         34.273;  0.060
         34.281;  0.080
         34.289;  0.080
         34.297;  0.090
         34.305;  0.120
         34.312;  0.130
         34.320;  0.140
         34.328;  0.160
         34.336;  0.180
         34.344;  0.180
         34.352;  0.200
         34.359;  0.200
         34.367;  0.210
         34.375;  0.210
         34.383;  0.200
         34.391;  0.200
         34.398;  0.180
         34.406;  0.160
         34.414;  0.120
         34.422;  0.090
         34.430;  0.070
         34.438;  0.040
         34.445;  0.020
         34.453;  0.030
         34.461;  0.010
         34.469;  0.030
         34.477;  0.020
         34.484;  0.050
         34.492;  0.020
         34.500;  0.040
         34.508;  0.040
         34.516;  0.030
         34.523;  0.030
         34.531;  0.040
         34.539;  0.040
         34.547;  0.040
         34.555;  0.040
         34.562;  0.040
         34.570;  0.060
         34.578;  0.050
         34.586;  0.050
         34.594;  0.050
         34.602;  0.040
         34.609;  0.040
         34.617;  0.050
         34.625;  0.030
         34.633;  0.030
         34.641;  0.030
         34.648;  0.030
         34.656;  0.000
         34.664;  0.010
         34.672;  0.000
         34.680;  0.000
         34.688; -0.010
         34.695; -0.010
         34.703; -0.010
         34.711; -0.010
         34.719; -0.020
         34.727; -0.030
         34.734; -0.020
         34.742; -0.010
         34.750;  0.040
         34.758;  0.030
         34.766;  0.050
         34.773;  0.070
         34.781;  0.180
         34.789;  0.130
         34.797;  0.060
         34.805;  0.030
         34.812; -0.080
         34.820; -0.100
         34.828; -0.110
         34.836; -0.070
         34.844; -0.070
         34.852; -0.090
         34.859; -0.100
         34.867; -0.080
         34.875; -0.070
         34.883;  0.090
         34.891;  0.430
         34.898;  0.760
         34.906; -1.130
         34.914; -1.900
         34.922; -1.530
         34.930; -1.220
         34.938; -0.470
         34.945; -0.110
         34.953; -0.030
         34.961; -0.040
         34.969;  0.000
         34.977;  0.020
         34.984;  0.050
         34.992;  0.030
         35.000;  0.050
         35.008;  0.060
         35.016;  0.070
         35.023;  0.070
         35.031;  0.080
         35.039;  0.070
         35.047;  0.090
         35.055;  0.110
         35.062;  0.120
         35.070;  0.140
         35.078;  0.140
         35.086;  0.150
         35.094;  0.160
         35.102;  0.170
         35.109;  0.170
         35.117;  0.170
         35.125;  0.150
         35.133;  0.140
         35.141;  0.140
         35.148;  0.120
         35.156;  0.080
         35.164;  0.050
         35.172;  0.040
         35.180;  0.010
         35.188;  0.010
         35.195; -0.010
         35.203;  0.000
         35.211; -0.010
         35.219;  0.000
         35.227;  0.020
         35.234;  0.020
         35.242;  0.010
         35.250;  0.010
         35.258;  0.010
         35.266;  0.000
         35.273;  0.010
         35.281;  0.020
         35.289;  0.020
         35.297;  0.030
         35.305;  0.030
         35.312;  0.020
         35.320;  0.020
         35.328;  0.040
         35.336;  0.030
         35.344;  0.040
         35.352;  0.030
         35.359;  0.040
         35.367;  0.040
         35.375;  0.010
         35.383;  0.000
         35.391; -0.020
         35.398; -0.020
         35.406; -0.020
         35.414; -0.040
         35.422; -0.040
         35.430; -0.050
         35.438; -0.060
         35.445; -0.060
         35.453; -0.050
         35.461; -0.070
         35.469; -0.060
         35.477;  0.010
         35.484;  0.000
         35.492;  0.020
         35.500;  0.060
         35.508;  0.170
         35.516;  0.110
         35.523;  0.060
         35.531;  0.030
         35.539; -0.070
         35.547; -0.110
         35.555; -0.120
         35.562; -0.100
         35.570; -0.090
         35.578; -0.110
         35.586; -0.110
         35.594; -0.110
         35.602; -0.110
         35.609;  0.050
         35.617;  0.320
         35.625;  0.670
         35.633; -0.670
         35.641; -1.710
         35.648; -1.370
         35.656; -1.160
         35.664; -0.620
         35.672; -0.210
         35.680; -0.090
         35.688; -0.060
         35.695; -0.030
         35.703; -0.010
         35.711; -0.030
         35.719;  0.010
         35.727;  0.020
         35.734; -0.010
         35.742;  0.020
         35.750;  0.040
         35.758;  0.040
         35.766;  0.040
         35.773;  0.090
         35.781;  0.090
         35.789;  0.090
         35.797;  0.110
         35.805;  0.120
         35.812;  0.130
         35.820;  0.130
         35.828;  0.130
         35.836;  0.150
         35.844;  0.160
         35.852;  0.160
         35.859;  0.150
         35.867;  0.150
         35.875;  0.130
         35.883;  0.120
         35.891;  0.100
         35.898;  0.060
         35.906;  0.050
         35.914;  0.050
         35.922;  0.030
         35.930;  0.030
         35.938;  0.030
         35.945;  0.020
         35.953;  0.030
         35.961;  0.020
         35.969;  0.040
         35.977;  0.020
         35.984;  0.050
         35.992;  0.040
         36.000;  0.050
         36.008;  0.050
         36.016;  0.040
         36.023;  0.050
         36.031;  0.050
         36.039;  0.040
         36.047;  0.040
         36.055;  0.040
         36.062;  0.030
         36.070;  0.020
         36.078;  0.010
         36.086;  0.010
         36.094; -0.010
         36.102;  0.000
         36.109;  0.000
         36.117; -0.010
         36.125; -0.020
         36.133; -0.020
         36.141; -0.020
         36.148; -0.020
         36.156; -0.030
         36.164; -0.030
         36.172; -0.010
         36.180; -0.030
         36.188; -0.030
         36.195; -0.030
         36.203; -0.030
         36.211; -0.030
         36.219;  0.030
         36.227;  0.030
         36.234;  0.020
         36.242;  0.070
         36.250;  0.120
         36.258;  0.110
         36.266;  0.040
         36.273;  0.010
         36.281; -0.070
         36.289; -0.140
         36.297; -0.120
         36.305; -0.110
         36.312; -0.110
         36.320; -0.110
         36.328; -0.120
         36.336; -0.120
         36.344; -0.110
         36.352; -0.050
         36.359;  0.310
         36.367;  0.630
         36.375; -0.400
         36.383; -1.870
         36.391; -1.790
         36.398; -1.290
         36.406; -0.630
         36.414; -0.270
         36.422; -0.020
         36.430; -0.030
         36.438;  0.000
         36.445;  0.020
         36.453;  0.040
         36.461;  0.050
         36.469;  0.080
         36.477;  0.080
         36.484;  0.080
         36.492;  0.100
         36.500;  0.120
         36.508;  0.130
         36.516;  0.160
         36.523;  0.170
         36.531;  0.190
         36.539;  0.200
         36.547;  0.230
         36.555;  0.250
         36.562;  0.270
         36.570;  0.290
         36.578;  0.310
         36.586;  0.310
         36.594;  0.300
         36.602;  0.290
         36.609;  0.280
         36.617;  0.240
         36.625;  0.200
         36.633;  0.160
         36.641;  0.120
         36.648;  0.080
         36.656;  0.060
         36.664;  0.050
         36.672;  0.060
         36.680;  0.050
         36.688;  0.060
         36.695;  0.050
         36.703;  0.050
         36.711;  0.050
         36.719;  0.050
         36.727;  0.050
         36.734;  0.050
         36.742;  0.060
         36.750;  0.060
         36.758;  0.060
         36.766;  0.060
         36.773;  0.070
         36.781;  0.090
         36.789;  0.090
         36.797;  0.100
         36.805;  0.100
         36.812;  0.090
         36.820;  0.090
         36.828;  0.100
         36.836;  0.080
         36.844;  0.080
         36.852;  0.080
         36.859;  0.070
         36.867;  0.050
         36.875;  0.060
         36.883;  0.060
         36.891;  0.060
         36.898;  0.040
         36.906;  0.040
         36.914;  0.030
         36.922;  0.030
         36.930;  0.020
         36.938;  0.030
         36.945;  0.020
         36.953;  0.020
         36.961;  0.010
         36.969;  0.020
         36.977;  0.030
         36.984;  0.060
         36.992;  0.080
         37.000;  0.110
         37.008;  0.120
         37.016;  0.180
         37.023;  0.160
         37.031;  0.080
         37.039;  0.040
         37.047; -0.070
         37.055; -0.100
         37.062; -0.080
         37.070; -0.070
         37.078; -0.070
         37.086; -0.060
         37.094; -0.080
         37.102; -0.060
         37.109; -0.060
         37.117;  0.060
         37.125;  0.450
         37.133;  0.760
         37.141; -0.960
         37.148; -1.930
         37.156; -1.700
         37.164; -1.250
         37.172; -0.470
         37.180; -0.130
         37.188;  0.010
         37.195;  0.010
         37.203;  0.050
         37.211;  0.070
         37.219;  0.080
         37.227;  0.090
         37.234;  0.100
         37.242;  0.110
         37.250;  0.120
         37.258;  0.130
         37.266;  0.130
         37.273;  0.140
         37.281;  0.150
         37.289;  0.160
         37.297;  0.180
         37.305;  0.200
         37.312;  0.190
         37.320;  0.200
         37.328;  0.240
         37.336;  0.230
         37.344;  0.250
         37.352;  0.240
         37.359;  0.230
         37.367;  0.200
         37.375;  0.200
         37.383;  0.160
         37.391;  0.140
         37.398;  0.100
         37.406;  0.070
         37.414;  0.060
         37.422;  0.050
         37.430;  0.030
         37.438;  0.050
         37.445;  0.060
         37.453;  0.060
         37.461;  0.060
         37.469;  0.070
         37.477;  0.060
         37.484;  0.040
         37.492;  0.060
         37.500;  0.060
         37.508;  0.060
         37.516;  0.050
         37.523;  0.080
         37.531;  0.050
         37.539;  0.060
         37.547;  0.070
         37.555;  0.080
         37.562;  0.080
         37.570;  0.070
         37.578;  0.080
         37.586;  0.080
         37.594;  0.070
         37.602;  0.080
         37.609;  0.080
         37.617;  0.060
         37.625;  0.040
         37.633;  0.040
         37.641;  0.040
         37.648;  0.030
         37.656;  0.040
         37.664;  0.020
         37.672;  0.020
         37.680;  0.010
         37.688;  0.020
         37.695;  0.010
         37.703;  0.020
         37.711;  0.010
         37.719;  0.010
         37.727;  0.010
         37.734;  0.000
         37.742;  0.020
         37.750;  0.000
         37.758;  0.000
         37.766;  0.000
         37.773;  0.010
         37.781;  0.010
         37.789;  0.060
         37.797;  0.020
         37.805;  0.100
         37.812;  0.090
         37.820;  0.180
         37.828;  0.100
         37.836;  0.040
         37.844; -0.010
         37.852; -0.120
         37.859; -0.100
         37.867; -0.110
         37.875; -0.080
         37.883; -0.080
         37.891; -0.090
         37.898; -0.100
         37.906; -0.080
         37.914; -0.060
         37.922;  0.230
         37.930;  0.470
         37.938;  0.720
         37.945; -1.620
         37.953; -1.940
         37.961; -1.260
         37.969; -1.080
         37.977; -0.390
         37.984; -0.030
         37.992; -0.020
         38.000;  0.000
         38.008;  0.020
         38.016;  0.050
         38.023;  0.060
         38.031;  0.060
         38.039;  0.080
         38.047;  0.090
         38.055;  0.100
         38.062;  0.110
         38.070;  0.130
         38.078;  0.140
         38.086;  0.140
         38.094;  0.160
         38.102;  0.170
         38.109;  0.180
         38.117;  0.190
         38.125;  0.210
         38.133;  0.210
         38.141;  0.220
         38.148;  0.210
         38.156;  0.210
         38.164;  0.200
         38.172;  0.170
         38.180;  0.130
         38.188;  0.130
         38.195;  0.090
         38.203;  0.040
         38.211;  0.040
         38.219;  0.010
         38.227; -0.010
         38.234; -0.010
         38.242;  0.000
         38.250;  0.000
         38.258;  0.010
         38.266;  0.020
         38.273;  0.020
         38.281;  0.020
         38.289;  0.010
         38.297;  0.010
         38.305;  0.010
         38.312;  0.010
         38.320;  0.010
         38.328;  0.030
         38.336;  0.030
         38.344;  0.030
         38.352;  0.030
         38.359;  0.040
         38.367;  0.030
         38.375;  0.050
         38.383;  0.040
         38.391;  0.050
         38.398;  0.030
         38.406;  0.040
         38.414;  0.010
         38.422;  0.010
         38.430;  0.020
         38.438;  0.010
         38.445;  0.000
         38.453; -0.020
         38.461;  0.000
         38.469; -0.010
         38.477; -0.020
         38.484; -0.030
         38.492; -0.030
         38.500; -0.030
         38.508; -0.030
         38.516; -0.030
         38.523; -0.040
         38.531; -0.040
         38.539; -0.050
         38.547; -0.050
         38.555; -0.050
         38.562; -0.060
         38.570; -0.060
         38.578; -0.050
         38.586; -0.060
         38.594; -0.070
         38.602; -0.060
         38.609; -0.030
         38.617;  0.010
         38.625; -0.020
         38.633;  0.050
         38.641;  0.040
         38.648;  0.120
         38.656;  0.060
         38.664;  0.020
         38.672; -0.040
         38.680; -0.150
         38.688; -0.130
         38.695; -0.130
         38.703; -0.110
         38.711; -0.110
         38.719; -0.120
         38.727; -0.110
         38.734; -0.120
         38.742; -0.100
         38.750;  0.150
         38.758;  0.460
         38.766;  0.780
         38.773; -1.450
         38.781; -1.770
         38.789; -1.280
         38.797; -1.040
         38.805; -0.520
         38.812; -0.100
         38.820; -0.080
         38.828; -0.050
         38.836; -0.030
         38.844; -0.020
         38.852;  0.000
         38.859;  0.020
         38.867;  0.030
         38.875;  0.030
         38.883;  0.050
         38.891;  0.040
         38.898;  0.060
         38.906;  0.070
         38.914;  0.080
         38.922;  0.090
         38.930;  0.090
         38.938;  0.100
         38.945;  0.130
         38.953;  0.110
         38.961;  0.130
         38.969;  0.160
         38.977;  0.140
         38.984;  0.130
         38.992;  0.150
         39.000;  0.150
         39.008;  0.110
         39.016;  0.090
         39.023;  0.070
         39.031;  0.040
         39.039;  0.020
         39.047;  0.020
         39.055; -0.010
         39.062; -0.010
         39.070; -0.020
         39.078;  0.000
         39.086; -0.010
         39.094; -0.010
         39.102;  0.020
         39.109;  0.010
         39.117;  0.000
         39.125; -0.020
         39.133;  0.010
         39.141;  0.010
         39.148;  0.000
         39.156;  0.020
         39.164;  0.030
         39.172;  0.030
         39.180;  0.030
         39.188;  0.040
         39.195;  0.020
         39.203;  0.020
         39.211;  0.030
         39.219;  0.030
         39.227;  0.010
         39.234; -0.010
         39.242;  0.000
         39.250;  0.000
         39.258; -0.010
         39.266; -0.030
         39.273; -0.010
         39.281; -0.020
         39.289; -0.040
         39.297; -0.030
         39.305; -0.030
         39.312; -0.050
         39.320; -0.050
         39.328; -0.020
         39.336; -0.060
         39.344; -0.050
         39.352; -0.050
         39.359; -0.050
         39.367; -0.070
         39.375; -0.070
         39.383; -0.070
         39.391; -0.060
         39.398; -0.020
         39.406;  0.010
         39.414; -0.020
         39.422;  0.060
         39.430;  0.050
         39.438;  0.130
         39.445;  0.050
         39.453;  0.000
         39.461; -0.040
         39.469; -0.140
         39.477; -0.120
         39.484; -0.130
         39.492; -0.110
         39.500; -0.110
         39.508; -0.130
         39.516; -0.120
         39.523; -0.110
         39.531; -0.120
         39.539;  0.160
         39.547;  0.500
         39.555;  0.650
         39.562; -1.300
         39.570; -1.640
         39.578; -1.240
         39.586; -0.890
         39.594; -0.540
         39.602; -0.090
         39.609; -0.080
         39.617; -0.050
         39.625; -0.040
         39.633; -0.010
         39.641; -0.010
         39.648;  0.000
         39.656;  0.020
         39.664;  0.040
         39.672;  0.040
         39.680;  0.040
         39.688;  0.050
         39.695;  0.070
         39.703;  0.100
         39.711;  0.110
         39.719;  0.130
         39.727;  0.130
         39.734;  0.160
         39.742;  0.170
         39.750;  0.200
         39.758;  0.200
         39.766;  0.220
         39.773;  0.210
         39.781;  0.210
         39.789;  0.190
         39.797;  0.170
         39.805;  0.150
         39.812;  0.100
         39.820;  0.070
         39.828;  0.040
         39.836;  0.020
         39.844;  0.000
         39.852;  0.000
         39.859;  0.000
         39.867;  0.000
         39.875;  0.000
         39.883;  0.020
         39.891;  0.010
         39.898;  0.010
         39.906;  0.010
         39.914;  0.020
         39.922;  0.020
         39.930;  0.030
         39.938;  0.040
         39.945;  0.040
         39.953;  0.040
         39.961;  0.030
         39.969;  0.040
         39.977;  0.050
         39.984;  0.040
         39.992;  0.030
         40.000;  0.030
         40.008;  0.030
         40.016;  0.030
         40.023;  0.030
         40.031;  0.020
         40.039;  0.000
         40.047;  0.000
         40.055;  0.010
         40.062;  0.000
         40.070; -0.010
         40.078; -0.010
         40.086; -0.010
         40.094; -0.030
         40.102; -0.020
         40.109; -0.030
         40.117; -0.030
         40.125; -0.040
         40.133; -0.030
         40.141; -0.040
         40.148; -0.050
         40.156; -0.050
         40.164; -0.050
         40.172; -0.040
         40.180; -0.060
         40.188; -0.050
         40.195; -0.050
         40.203; -0.060
         40.211; -0.020
         40.219;  0.030
         40.227;  0.010
         40.234;  0.070
         40.242;  0.080
         40.250;  0.150
         40.258;  0.030
         40.266; -0.010
         40.273; -0.060
         40.281; -0.140
         40.289; -0.130
         40.297; -0.130
         40.305; -0.110
         40.312; -0.110
         40.320; -0.130
         40.328; -0.110
         40.336; -0.110
         40.344; -0.100
         40.352;  0.290
         40.359;  0.460
         40.367;  0.140
         40.375; -1.910
         40.383; -2.040
         40.391; -1.190
         40.398; -0.790
         40.406; -0.340
         40.414; -0.050
         40.422; -0.040
         40.430; -0.020
         40.438;  0.020
         40.445;  0.020
         40.453;  0.030
         40.461;  0.020
         40.469;  0.050
         40.477;  0.060
         40.484;  0.070
         40.492;  0.090
         40.500;  0.110
         40.508;  0.100
         40.516;  0.120
         40.523;  0.140
         40.531;  0.150
         40.539;  0.180
         40.547;  0.200
         40.555;  0.220
         40.562;  0.220
         40.570;  0.240
         40.578;  0.240
         40.586;  0.260
         40.594;  0.230
         40.602;  0.210
         40.609;  0.190
         40.617;  0.150
         40.625;  0.110
         40.633;  0.050
         40.641;  0.020
         40.648; -0.010
         40.656; -0.020
         40.664; -0.010
         40.672; -0.020
         40.680; -0.010
         40.688;  0.000
         40.695;  0.010
         40.703;  0.000
         40.711;  0.010
         40.719;  0.000
         40.727;  0.010
         40.734; -0.010
         40.742; -0.010
         40.750;  0.000
         40.758;  0.000
         40.766;  0.000
         40.773;  0.020
         40.781;  0.020
         40.789;  0.030
         40.797;  0.020
         40.805;  0.030
         40.812;  0.030
         40.820;  0.030
         40.828;  0.030
         40.836;  0.030
         40.844;  0.020
         40.852;  0.020
         40.859;  0.010
         40.867;  0.020
         40.875;  0.000
         40.883;  0.010
         40.891;  0.010
         40.898;  0.000
         40.906;  0.000
         40.914;  0.000
         40.922; -0.020
         40.930; -0.020
         40.938; -0.020
         40.945; -0.020
         40.953; -0.010
         40.961; -0.010
         40.969; -0.010
         40.977; -0.020
         40.984; -0.020
         40.992; -0.010
         41.000; -0.010
         41.008; -0.020
         41.016; -0.020
         41.023; -0.020
         41.031; -0.030
         41.039; -0.030
         41.047; -0.030
         41.055; -0.030
         41.062; -0.030
         41.070;  0.020
